username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
stevesi;2016-11-08 00:58;3;49;"Trump rally ends with Stones "You Can't Always Get What You Want" — standard closing song for him, but sure is weird.";;;;"795777511711870976";https://twitter.com/stevesi/status/795777511711870976
hsaboia;2016-11-08 00:55;0;1;"@SonycIC bad people everywhere. The racist ones over index in the trump party though. That's all.";;@SonycIC;;"795776786294444032";https://twitter.com/hsaboia/status/795776786294444032
Khanoisseur;2016-11-08 00:54;23;27;"Trump's flip flops on immigration/amnesty @KFILE @dmartosko (longer montage here https:// twitter.com/Khanoisseur/st atus/765627507638796289 … ) pic.twitter.com/AJoKln3WCD";;@KFILE @dmartosko;;"795776466604593152";https://twitter.com/Khanoisseur/status/795776466604593152
Drakonskyr;2016-11-08 00:53;0;2;"it's a great day if I can just drop a hot DMX track in the middle of an anti-trump discussion";;;;"795776133799084032";https://twitter.com/Drakonskyr/status/795776133799084032
rjurney;2016-11-08 00:33;0;1;"@dnscollective People just didn't appreciate my, "If you support Trump, go fuck yourself" facebook post.";;@dnscollective;;"795771258549850113";https://twitter.com/rjurney/status/795771258549850113
hsaboia;2016-11-08 00:32;0;0;"@SonycIC no argument. Just one of the many examples of racism and hate coming from some in Trump camp. This one is a 2-2.";;@SonycIC;;"795770971298795520";https://twitter.com/hsaboia/status/795770971298795520
LincMad;2016-11-08 00:24;0;0;"M.A.M.O.N. - Latinos vs. Donald Trump short film cortometraje (en + es w/ en subtitles) https:// youtu.be/Q__bSi5rBlw via @EP_EnEspanol";;@EP_EnEspanol;;"795769032121073665";https://twitter.com/LincMad/status/795769032121073665
Khanoisseur;2016-11-07 23:58;149;111;"Trump supporters like @JaredWyand are intimidating voters by circulating rumors, fake photos of ICE arrests at polling booths @MickeyTulip pic.twitter.com/89qeYVXzDq";;@JaredWyand @MickeyTulip;;"795762285390110720";https://twitter.com/Khanoisseur/status/795762285390110720
MartyMacGyver;2016-11-07 23:52;0;0;"@contourcorsets I have hope that human decency and progressive values will prevail over Trump and his hateful minions tomorrow.";;@contourcorsets;;"795760905308864512";https://twitter.com/MartyMacGyver/status/795760905308864512
urbanlifesigns;2016-11-07 23:51;0;1;"@anthonybrown @markasaurus @KevinChron @SFGate #Calexit going nowhere today. With Trump presidency it might gain traction in a few days.";;@anthonybrown @markasaurus @KevinChron @SFGate;#Calexit;"795760691055509509";https://twitter.com/urbanlifesigns/status/795760691055509509
MartyMacGyver;2016-11-07 23:50;0;0;"From paying himself over-inflated rents on the campaign offices he owns to this, #Trump is an inveterate self-dealer http:// politi.co/2d86IUo";;;#Trump;"795760364361314304";https://twitter.com/MartyMacGyver/status/795760364361314304
cali94612;2016-11-07 23:39;0;0;"@Joey_Mitchell63 how what's done? Many Republicans aren't and won't vote for Trump. That makes them a Hillbot? LOL, please.";;@Joey_Mitchell63;;"795757595541680129";https://twitter.com/cali94612/status/795757595541680129
cali94612;2016-11-07 23:34;0;0;"@Joey_Mitchell63 @Conssista @PariahPotimouth @DarkTriadMan I would never vote for Trump because he's not a Republican,nor is he conservative";;@Joey_Mitchell63 @Conssista @PariahPotimouth @DarkTriadMan;;"795756368363802624";https://twitter.com/cali94612/status/795756368363802624
antvr8;2016-11-07 23:31;0;0;"@mmfa Like the national debt clock, there should be a clock counting up to the month,day and year Trump reveals his taxes. I pick 9-1-3035!";;@mmfa;;"795755561446838272";https://twitter.com/antvr8/status/795755561446838272
Khanoisseur;2016-11-07 23:29;29;41;"*no evidence* Trump *ever* paid federal taxes or took legal breaks bc he won't release returns @GTCost @ventana56 https:// twitter.com/khanoisseur/st atus/782721926498181120 …";;@GTCost @ventana56;;"795754985380155392";https://twitter.com/Khanoisseur/status/795754985380155392
LincMad;2016-11-07 23:25;0;0;"@Montgomery_bjm Clearly he needs to spend every last sec&¢ on a Twitter marathon from SF—but #Trump 's too #CHICKEN ! #Winning";;@Montgomery_bjm;#Trump #CHICKEN #Winning;"795754173945892864";https://twitter.com/LincMad/status/795754173945892864
JulioFrank83;2016-11-07 23:24;0;0;"@realDonaldTrump #TrumpTrain #FinalThoughtsOnElection #TRUMP #TrumpForPresident #RepublicaDeOportunidades #RepublicansagainstTrump #WhatIf pic.twitter.com/A9tp8RfHKx";;@realDonaldTrump;#TrumpTrain #FinalThoughtsOnElection #TRUMP #TrumpForPresident #RepublicaDeOportunidades #RepublicansagainstTrump #WhatIf;"795753826263318530";https://twitter.com/JulioFrank83/status/795753826263318530
LincMad;2016-11-07 23:15;0;0;"@jk_rowling Certainly there have been Presidents & campaigns that gave pause to a few countries, but nothing like Trump!";;@jk_rowling;;"795751644612870145";https://twitter.com/LincMad/status/795751644612870145
sfluvr007;2016-11-07 23:11;0;0;"Trump and Pence want you to reward their volunteers with your money! Typical. #ImWithHer https:// twitter.com/paigelav/statu s/795659878085824512 …";;;#ImWithHer;"795750582698983428";https://twitter.com/sfluvr007/status/795750582698983428
niket;2016-11-07 23:03;0;0;"@ryanalshak Siri is the digital equivalent of Trump's campaign manager in terms of critical thinking computing power.";;@ryanalshak;;"795748638756519936";https://twitter.com/niket/status/795748638756519936
mnissenson;2016-11-07 22:46;0;0;"If u care about last impression #Trump leaves w#voters, do him favor & tell him 2 PUT THE #GIRDLE BACK ON! He looks way slimmer & btr in it";;;#Trump #voters #GIRDLE;"795744277506576384";https://twitter.com/mnissenson/status/795744277506576384
ChrHuebscher;2016-11-07 22:42;1;2;"Es geht ums Weiße Haus und grünes Gras. #election2016 #Trump #Clinton http://www. heute.de/cannabis-marih uana-gras-legalisierung-ist-thema-im-us-wahlkampf-45845796.html … pic.twitter.com/VPALUPPHqh";;;#election2016 #Trump #Clinton;"795743188816314369";https://twitter.com/ChrHuebscher/status/795743188816314369
shuttupgia;2016-11-07 22:39;0;0;"as much as we'd like to, we can't start talking about Trump in the past tense, yet. It's not time to start patting ourselves on the back.";;;;"795742408164028416";https://twitter.com/shuttupgia/status/795742408164028416
tribehaus;2016-11-07 22:38;0;0;"Im with THE girls not down with trump lol";;;;"795742270636949504";https://twitter.com/tribehaus/status/795742270636949504
SanFranciscoCP;2016-11-07 22:34;0;0;"President Obama on Trump: "It's really bad being arrogant when you don't know what you're talking about." http:// snpy.tv/2fvNgku";;;;"795741161436516353";https://twitter.com/SanFranciscoCP/status/795741161436516353
Cheesegod69;2016-11-07 22:32;0;0;"@mikeysan @scento I'm going to make all the touch screens select Hillary even if you tap on Trump";;@mikeysan @scento;;"795740635638599680";https://twitter.com/Cheesegod69/status/795740635638599680
pj_brew;2016-11-07 22:23;0;2;"@SusanPotter omg, I would love Trump To go to Mars.";;@SusanPotter;;"795738588252028928";https://twitter.com/pj_brew/status/795738588252028928
IKEAtkinson;2016-11-07 22:14;0;2;"Trump can't stop talking about Bey and Jay-Z with @HillaryClinton . So she put them in a video showing how powerful they are #MadamPresident https:// twitter.com/hillaryclinton /status/795728304384917505 …";;@HillaryClinton;#MadamPresident;"795736262996959232";https://twitter.com/IKEAtkinson/status/795736262996959232
stevesilberman;2016-11-07 22:11;48;79;"Metaphor alert: Trump tells half-empty room that there are "thousands of people trying to get in." https:// twitter.com/FrankLuntz/sta tus/795720390555422720 …";;;;"795735558668464128";https://twitter.com/stevesilberman/status/795735558668464128
JohnnyDangAhsan;2016-11-07 22:11;0;1;"I don't actually know anyone voting for trump LOL, & if I did I would be on them.";;;;"795735499860123652";https://twitter.com/JohnnyDangAhsan/status/795735499860123652
yipe;2016-11-07 21:57;0;0;"@pfhobia Agreed. But imagine if sanders didn't run and trump spent primaries painting HRC as a crook instead of going after Lyin Cruz or Little Rubio";;@pfhobia;;"795731938300432384";https://twitter.com/yipe/status/795731938300432384
Khanoisseur;2016-11-07 21:51;168;177;"Hop over to @kurteichenwald 's timeline for proof Trump is the most corrupt, reckless and morally bankrupt person to ever run for president pic.twitter.com/tIDXGCHjF2";;@kurteichenwald;;"795730504553152512";https://twitter.com/Khanoisseur/status/795730504553152512
lukebehnke;2016-11-07 21:48;0;0;"Dear world - if any of you have a(nother) secret, damning Trump tape... now would be a tremendous time to release it. Thanks!";;;;"795729619315879936";https://twitter.com/lukebehnke/status/795729619315879936
socallmeshirley;2016-11-07 21:44;0;3;"@AGoldmund Hillary is Paris Gellar and Trump is Logan without the charm.";;@AGoldmund;;"795728597726003200";https://twitter.com/socallmeshirley/status/795728597726003200
JeffreyATW;2016-11-07 21:26;0;1;"Trump might look like he's winning tomorrow until about 11:00 PST, when the west coast's electoral votes come in. Don't stress out too much!";;;;"795724246538297344";https://twitter.com/JeffreyATW/status/795724246538297344
athst;2016-11-07 21:21;0;0;"If Trump has like a ~30% win probability, isn't this rational based on EV? https:// twitter.com/thestalwart/st atus/795707395628552193 …";;;;"795722913324285952";https://twitter.com/athst/status/795722913324285952
Rich_893;2016-11-07 21:18;0;0;"@washingtonpost -So Trump is going to spend the last day of his campaign wasting his time whining about Beyoncé and Jay Z? Typical.";;@washingtonpost;;"795722020184961024";https://twitter.com/Rich_893/status/795722020184961024
stevesi;2016-11-07 21:11;0;7;"Trump now riffing at rally. Still harping about the pool camera not showing crowds (it doesn't move!).";;;;"795720464723165184";https://twitter.com/stevesi/status/795720464723165184
x_Stigmata;2016-11-07 21:02;0;0;"Not Too Bold Prediction: Hillary will win. I'm not voting for anyone, it just seems like she's favored more in news and culture than Trump.";;;;"795718116038742016";https://twitter.com/x_Stigmata/status/795718116038742016
diegosilva_1989;2016-11-07 21:02;0;0;"Damn Fred on @sternshow has very strong politics on Trump. Love it! #Election2016";;@sternshow;#Election2016;"795718059080093696";https://twitter.com/diegosilva_1989/status/795718059080093696
mcolfer7;2016-11-07 21:00;1;1;"Vote TRUMP for America the Beautiful pic.twitter.com/tar8JvG8uX";;;;"795717511597592579";https://twitter.com/mcolfer7/status/795717511597592579
cloudwrangler;2016-11-07 20:59;0;0;"@Chris_Wier frogs = Trump presidency for sure. Or maybe just all the legal CA weed I'll have to smoke to get through THOSE 4yrs...";;@Chris_Wier;;"795717355909222400";https://twitter.com/cloudwrangler/status/795717355909222400
tsripunv;2016-11-07 20:44;0;0;"LOVE TRUMPS HATE "Teacher to muslim refugee student: I can’t wait until Donald Trump deports all you Muslims" http://www. huffingtonpost.com/entry/teacher- muslim-student_us_581b753ae4b07cfea321b8a8?ncid=engmodushpmg00000004 …";;;;"795713472080187393";https://twitter.com/tsripunv/status/795713472080187393
stevesilberman;2016-11-07 20:43;64;124;"Trump ejected a kid with cerebral palsy from a rally. Two days later, the kid met Obama. Vive la difference. http://www. huffingtonpost.com/entry/trump-ob ama-cerebral-palsy_us_581ffb8de4b0aac62485438c …";;;;"795713403490664448";https://twitter.com/stevesilberman/status/795713403490664448
gpuliatti;2016-11-07 20:42;0;0;"@lordaedonis @CoqBlocker It always comes down to "abortion", Rs have to do the anti-abortion judge dance, even if Trump is pro choice";;@lordaedonis @CoqBlocker;;"795713015303634944";https://twitter.com/gpuliatti/status/795713015303634944
kimberlyychin;2016-11-07 20:39;0;0;"@BrawiHere right, but the TRO wasn't really against the trump campaign. more like against, everyone? pic.twitter.com/HcwEHXZfHL";;@BrawiHere;;"795712353937428480";https://twitter.com/kimberlyychin/status/795712353937428480
joncorv;2016-11-07 20:36;0;0;"I would rather have Chip Kelly as president than Donald J. Trump, and the 49ers are a hot stinking dumpster fire. #ElectionFinalThoughts";;;#ElectionFinalThoughts;"795711583573843968";https://twitter.com/joncorv/status/795711583573843968
MissPyka;2016-11-07 20:28;0;13;"Vladimir Putin, der KKK & Augstein sind sich einig: Nur ein Präsident #Trump kann den Welt-Friedhofsfrieden retten. http://www. achgut.com/artikel/die_am erikaner_sind_und_bleiben_ein_grossartiges_volk … pic.twitter.com/82JocQoSWo";;;#Trump;"795709440997502976";https://twitter.com/MissPyka/status/795709440997502976
mcolfer7;2016-11-07 20:17;2;2;"A vote for this lier cheat whore and a thief is the death to America... Vote TRUMP for America the Beautiful pic.twitter.com/dlntoCT82Y";;;;"795706661176389632";https://twitter.com/mcolfer7/status/795706661176389632
mcolfer7;2016-11-07 20:14;0;0;"Sweetby! thanks for the follow Trump for President pic.twitter.com/YfgazZS7m7";;;;"795706035906351105";https://twitter.com/mcolfer7/status/795706035906351105
_R5D1;2016-11-07 20:07;0;0;"@masheenka Trump na aparatima.";;@masheenka;;"795704233219633152";https://twitter.com/_R5D1/status/795704233219633152
joelgotnosoul;2016-11-07 20:06;0;0;"Last night I saw Donald Trump on a TV show With some smart ass New York Jew...";;;;"795704025916133376";https://twitter.com/joelgotnosoul/status/795704025916133376
3IN1AUDIOSET;2016-11-07 20:00;0;0;"@chadopitz the gerbil voted for trump through the snail mail";;@chadopitz;;"795702434848903168";https://twitter.com/3IN1AUDIOSET/status/795702434848903168
Poopoonagen;2016-11-07 19:56;0;2;"A U.S. Citizen has the right to #vote in the #polls @POTUS . This is #California , but it is throughout our country! #MAGA #DNCLeak2 #Trump pic.twitter.com/S2aWiM9LTk";;@POTUS;#vote #polls #California #MAGA #DNCLeak2 #Trump;"795701575859609600";https://twitter.com/Poopoonagen/status/795701575859609600
selmanssunshine;2016-11-07 19:56;1;5;"#electionfinalthoughts well, if trump wins at least @Flamingeos is being deported!";;@Flamingeos;#electionfinalthoughts;"795701451372695552";https://twitter.com/selmanssunshine/status/795701451372695552
skeldred;2016-11-07 19:51;0;0;"@pbump b/c nothing trump vols are doing even hints at "robust." Random calls/window signs do not a robust field operation make";;@pbump;;"795700271066202112";https://twitter.com/skeldred/status/795700271066202112
TheyWantMalik;2016-11-07 19:45;0;0;"Y'all don't write In Bernie that'll make trump win fasholy , don't divide the party";;;;"795698588831477760";https://twitter.com/TheyWantMalik/status/795698588831477760
skeldred;2016-11-07 19:43;0;0;"Takeaway is Trump vols calling random voters, H vols actually turning out likely supporters. Misleading headline. https:// twitter.com/pbump/status/7 95650537748250624 …";;;;"795698278880854016";https://twitter.com/skeldred/status/795698278880854016
skeldred;2016-11-07 19:40;0;0;"I'm honestly very surprised that Harbaugh isn't a Trump supporter https:// twitter.com/chadlivengood/ status/795693681374334976 …";;;;"795697408499847171";https://twitter.com/skeldred/status/795697408499847171
bradpitt1111111;2016-11-07 19:33;0;0;"#theview LOOK AT THESE FN TROLLS, THAT WHOLE TRUMP GUY AT THE OBAMA RALLY THAT WAS THE BIGGEST SETTUP EVER";;;#theview;"795695748662718464";https://twitter.com/bradpitt1111111/status/795695748662718464
constantine_jn;2016-11-07 19:32;0;0;"Götterdummyrung! Rightbloggers Go Bananas in the Last Days of Trump vs. Clinton Just for the title alone. http://www. villagevoice.com/news/g-tterdum myrung-rightbloggers-go-bananas-in-the-last-days-of-trump-vs-clinton-9314435 …";;;;"795695556647522305";https://twitter.com/constantine_jn/status/795695556647522305
coleflan;2016-11-07 19:30;1;3;"Donald Trump is gonna winnn";;;;"795694843695505408";https://twitter.com/coleflan/status/795694843695505408
MzMelanieNicole;2016-11-07 19:30;0;5;"So worse case scenario Donald Trump wins, are we gonna start a revolution orrrr??";;;;"795694808853450753";https://twitter.com/MzMelanieNicole/status/795694808853450753
bradpitt1111111;2016-11-07 19:28;0;0;"#theview THANK GOD THAT INSULTING RANT AGAINST TRUMP IS OVER AND THANK GOD THE VIEW IS MOVING OUT OF THE COUNTRY TOMORROW";;;#theview;"795694441050689536";https://twitter.com/bradpitt1111111/status/795694441050689536
hautemelange;2016-11-07 19:24;0;0;"Why Clinton, Trump Avoid Talking About This One Issue | http://www. foxbusiness.com/features/2016/ 11/07/why-clinton-trump-avoid-talking-about-this-one-issue.html … #GMO #FOOD";;;#GMO #FOOD;"795693434900135936";https://twitter.com/hautemelange/status/795693434900135936
stevesilberman;2016-11-07 19:23;7;6;"Who lies more often, Hillary or Trump? It's not even close. http://www. politifact.com/truth-o-meter/ lists/people/comparing-hillary-clinton-donald-trump-truth-o-met/ …";;;;"795693139574988800";https://twitter.com/stevesilberman/status/795693139574988800
bradpitt1111111;2016-11-07 19:19;0;0;"#theview TRUMP WILL BE THIS GENERATIONS WASHINGTON";;;#theview;"795692068240691200";https://twitter.com/bradpitt1111111/status/795692068240691200
bradpitt1111111;2016-11-07 19:17;0;0;"#theview NO A DNC OPPERATIVE OF HILLARY SCREAMED GUN AND THE DNC IMMEDIATELY SAID IT WAS A TRUMP PLANT";;;#theview;"795691702367318016";https://twitter.com/bradpitt1111111/status/795691702367318016
DanButchko;2016-11-07 19:16;0;3;"I can't imagine what it's like to be a white guy holding up a 'Blacks for Trump' sign at a Trump rally. What a world we live in. Really.";;;;"795691343091617792";https://twitter.com/DanButchko/status/795691343091617792
jrw;2016-11-07 19:11;0;3;"peak SF: Trump piñata on demand! pic.twitter.com/IuoBv6PZf7";;;;"795690270834626561";https://twitter.com/jrw/status/795690270834626561
SanFranciscoCP;2016-11-07 19:10;0;0;"Anderson Cooper tears Into Trump's campaign manager http:// dlvr.it/McQ5K2";;;;"795689813995196416";https://twitter.com/SanFranciscoCP/status/795689813995196416
ElRatonColorao;2016-11-07 19:06;0;1;"Trump Tweet storm by @kurteichenwald a must see. #fb";;@kurteichenwald;#fb;"795688867730898944";https://twitter.com/ElRatonColorao/status/795688867730898944
bradpitt1111111;2016-11-07 19:03;0;0;"#theview WHAT ABOUT THE 1000 S OF HOURS OF ANTI TRUMP MESSAGES PAID BY GEORGE SOROS AGAINST TRUMP? JOY JUST SAID THE MEDIA IS PRO TRUMP?";;;#theview;"795688262400544770";https://twitter.com/bradpitt1111111/status/795688262400544770
Rich_893;2016-11-07 18:57;1;2;"@business -It's also the last chance for Trump staffers to collect their paychecks, if history is any indication.";;@business;;"795686753931644928";https://twitter.com/Rich_893/status/795686753931644928
Rich_893;2016-11-07 18:45;0;3;"@markfollman @POLILLITAM @KellyannePolls @MotherJones -The charitable act would have been for Trump to drop out of the race!";;@markfollman @POLILLITAM @KellyannePolls @MotherJones;;"795683714982244352";https://twitter.com/Rich_893/status/795683714982244352
Rich_893;2016-11-07 18:38;0;0;"@ShamiRebel @realDonaldTrump @BBCNews -Who's going to pay for your Social Security, Trump? You know those SS checks you collect?";;@ShamiRebel @realDonaldTrump @BBCNews;;"795681889499480064";https://twitter.com/Rich_893/status/795681889499480064
cloudwrangler;2016-11-07 18:33;1;2;"Trump and his "supporters" are like Dementors, sucking the joy and will to live out of me. Trying to make Hillary my Patronus. #ImWitHer";;;#ImWitHer;"795680642943963136";https://twitter.com/cloudwrangler/status/795680642943963136
Khanoisseur;2016-11-07 18:29;263;259;"Fun fact: As POTUS, Trump would automatically bypass a security clearance background check and seize control of world's largest nuke arsenal pic.twitter.com/WIlClCn98X";;;;"795679552399806464";https://twitter.com/Khanoisseur/status/795679552399806464
Rich_893;2016-11-07 18:27;0;1;"@ammboston @ananavarro -As President, Trump would likely be as bad as all those mentioned. Kim Jong-un was once a school boy in Switzerland.";;@ammboston @ananavarro;;"795679061846564864";https://twitter.com/Rich_893/status/795679061846564864
JoeTaylorLand;2016-11-07 18:26;0;1;"@jfrattarola @ciscoemerge if that's too expensive, on Wednesday we have some Trump t shirts going free.";;@jfrattarola @ciscoemerge;;"795678915779956737";https://twitter.com/JoeTaylorLand/status/795678915779956737
sea329;2016-11-07 18:25;0;0;"DEMOCRACY IS http:// DEAD.Fox News Poll: Clinton moves to 4-point edge over Trump | http:// fxn.ws/2eOqQYb";;;;"795678624401629184";https://twitter.com/sea329/status/795678624401629184
Rich_893;2016-11-07 18:24;0;1;"@ammboston @ananavarro -I just don't want to give Trump a chance to see how bad he can be! He's bad enough out-of-office!";;@ammboston @ananavarro;;"795678210235109377";https://twitter.com/Rich_893/status/795678210235109377
optshiftk;2016-11-07 18:21;0;3;"@Inferis Trump won’t get the nuke codes until Inauguration Day, so you’ll still have plenty of time to find a fallout shelter.";;@Inferis;;"795677625192566784";https://twitter.com/optshiftk/status/795677625192566784
optshiftk;2016-11-07 18:19;0;0;"@Inferis I’m guessing we won’t be confident that Trump has been shut out from an electoral college victory until 11pm Pacific at earliest.";;@Inferis;;"795677167384338432";https://twitter.com/optshiftk/status/795677167384338432
newtman;2016-11-07 18:19;0;0;"Completely glosses over the complicity of GOP politicians and donors in destroying the GOP and creating Trump https:// twitter.com/noonanjo/statu s/795671580189872128 …";;;;"795677100002840576";https://twitter.com/newtman/status/795677100002840576
__5anchez;2016-11-07 18:15;0;1;"Professor: Velma without her glasses is as useless as Donald Trump";;;;"795676176677093376";https://twitter.com/__5anchez/status/795676176677093376
chandylandHS;2016-11-07 18:13;0;0;"@TrumpSC :'(";;@TrumpSC;;"795675612023115776";https://twitter.com/chandylandHS/status/795675612023115776
Rich_893;2016-11-07 18:12;0;1;"@DaFaq247 @ammboston @LeonKira997 -I think even Putin has realized lately that Trump may be too unstable to "handle".";;@DaFaq247 @ammboston @LeonKira997;;"795675254026706944";https://twitter.com/Rich_893/status/795675254026706944
oliviasolon;2016-11-07 18:04;1;2;"ಠ_ಠ Election is "like predicting your wife’s mood" says Trump's digital director http://www. bloomberg.com/politics/artic les/2016-11-07/in-trump-s-most-important-county-a-surge-of-hispanic-voters-iv7he39o …";;;;"795673343756115968";https://twitter.com/oliviasolon/status/795673343756115968
bradpitt1111111;2016-11-07 17:47;0;0;"#theview remember REMEMBER THE 8TH OF NOV. TRUMP OVERCAME THEIR GREAT PLOT, NEXT DAY THEY PONDERED IT WAS HILLARY AND SANDERS, ... NOT pic.twitter.com/sdSJ5jk1XD";;;#theview;"795669090949951488";https://twitter.com/bradpitt1111111/status/795669090949951488
bradpitt1111111;2016-11-07 17:47;0;0;"#theview remember REMEMBER THE 8TH OF NOV. TRUMP OVERCAME THEIR GREAT PLOT, tim osmond TIM OSMOND VOTES HILLARY YOU SHOULD TOO pic.twitter.com/aphnvZhCzQ";;;#theview;"795668958871310336";https://twitter.com/bradpitt1111111/status/795668958871310336
bradpitt1111111;2016-11-07 17:43;0;0;"#theview remember REMEMBER THE 8TH OF NOV. TRUMP OVERCAME THEIR GREAT PLOT, NEXT DAY THEY PONDERED IT WAS HILLARY AND SANDERS, ... NOT pic.twitter.com/Vs02iSfrRI";;;#theview;"795668064666677248";https://twitter.com/bradpitt1111111/status/795668064666677248
W_R_R;2016-11-07 17:40;0;0;"@EastwoodUSA a JFK/Trump comparison. Wow I've seen it all. Like comparing Gandhi and Hitler. Nice work.";;@EastwoodUSA;;"795667132235194369";https://twitter.com/W_R_R/status/795667132235194369
WahWhoWah;2016-11-07 17:37;0;0;"If Trump wins don't you wish that Congress still had to declare war before wildly shipping off the troops. We haven't done that since 1941";;;;"795666529404653568";https://twitter.com/WahWhoWah/status/795666529404653568
thrashr888;2016-11-07 17:35;0;0;"Worst case scenario: Trump runs against Hillary in 2020 and we get to hear more about these damn emails.";;;;"795666068584837120";https://twitter.com/thrashr888/status/795666068584837120
bradpitt1111111;2016-11-07 17:34;0;0;"#theview remember REMEMBER THE 8TH OF NOV. TRUMP OVERCAME THEIR GREAT PLOT, NEXT DAY THEY PONDERED IT WAS HILLARY AND SANDERS, ... NOT pic.twitter.com/mp4R7qKBZv";;;#theview;"795665764539715584";https://twitter.com/bradpitt1111111/status/795665764539715584
WahWhoWah;2016-11-07 17:33;0;1;"Trump proves dangers of constant expansion of Executive Authority. Separation of Powers is to limit other branches from unilateral actions https:// twitter.com/ferenstein/sta tus/795652406868463616 …";;;;"795665428127227904";https://twitter.com/WahWhoWah/status/795665428127227904
akornblatt;2016-11-07 17:29;0;0;"@SethMacFarlane when this is all over I think you should write "Trump, the musical" all about the election. I get producer credits.";;@SethMacFarlane;;"795664483154726912";https://twitter.com/akornblatt/status/795664483154726912
aunder;2016-11-07 17:17;11;66;"Poignant moment in a mtg last week - prospect of a Trump win met w/ 2 responses: US-born: how do I get out? Immigrants: how do I stay?";;;;"795661583682674688";https://twitter.com/aunder/status/795661583682674688
chris_stevenson;2016-11-07 17:16;0;1;""Make Trump feel sad. Vote" @Buena Vista Park https://www. instagram.com/p/BMg-r1TjOjB/";;@Buena;;"795661198389821440";https://twitter.com/chris_stevenson/status/795661198389821440
akornblatt;2016-11-07 17:08;0;0;"@AnthonyMo1990 @CBSMiami um.... Looking at the current polls, Trump is flailing";;@AnthonyMo1990 @CBSMiami;;"795659296155414528";https://twitter.com/akornblatt/status/795659296155414528
akornblatt;2016-11-07 17:08;0;0;"@AnthonyMo1990 @ProgBlacksmith @DamianC18 @kenvogel or,.. "Trump Foundation"";;@AnthonyMo1990 @ProgBlacksmith @DamianC18 @kenvogel;;"795659150889865217";https://twitter.com/akornblatt/status/795659150889865217
staringispolite;2016-11-07 17:07;2;4;""For our millennial Trump segment, we go LIVE to Draco Malfoy on a hill above Hogwarts…" https:// twitter.com/hashtaggriswol d/status/795639157188132869 …";;;;"795658923961249792";https://twitter.com/staringispolite/status/795658923961249792
akornblatt;2016-11-07 17:07;0;1;"@DineshDSouza you really should point your microscope at the Trump Foundation.";;@DineshDSouza;;"795658887823179776";https://twitter.com/akornblatt/status/795658887823179776
akornblatt;2016-11-07 17:05;0;0;"@NeilTurner_ what do you prescribe for Trump running around like a chicken with its head cut off... Besides removing his Twitter access?";;@NeilTurner_;;"795658541994360832";https://twitter.com/akornblatt/status/795658541994360832
michaeljoycewi;2016-11-07 17:00;0;0;"It's sad that the trump supporters/AKA conspiracy theorists proved why there's a protocol to not release ambiguous info before an election";;;;"795657218616016896";https://twitter.com/michaeljoycewi/status/795657218616016896
sea329;2016-11-07 16:51;1;2;"@USATODAY Hillary can't be trusted is all you need to know, vote Trump";;@USATODAY;;"795654820900155392";https://twitter.com/sea329/status/795654820900155392
sfdawg2009;2016-11-07 16:47;0;0;"after reading, mytakeaway is that #house wud vote #trump over #hillary . also learned #Dems cud have won 2000 if #strategists were awake. pic.twitter.com/722pr9Yl1O";;;#house #trump #hillary #Dems #strategists;"795653863177003008";https://twitter.com/sfdawg2009/status/795653863177003008
stevesilberman;2016-11-07 16:46;19;18;"Brilliant, scathing piece on race, culture, and language in the age of Trump. http:// lithub.com/talking-in-new -orleans-in-the-age-of-trump/ …";;;;"795653605797679104";https://twitter.com/stevesilberman/status/795653605797679104
_raulb_;2016-11-07 16:35;0;0;"@porras Si sale Trump, estará confirmadísimo que vivimos en el pasado";;@porras;;"795650812567437313";https://twitter.com/_raulb_/status/795650812567437313
brendangetzell;2016-11-07 16:27;0;0;"throughout the campaign trump has had, oh, an interesting relationship with the truth https:// twitter.com/glennkesslerwp /status/795648093303820288 …";;;;"795648772747296768";https://twitter.com/brendangetzell/status/795648772747296768
tracedominguez;2016-11-07 16:20;16;22;"Trump aides took away @realDonaldTrump 's access to his @twitter . So, I guess it's not "real" anymore. http://www. cbsnews.com/news/report-do nald-trump-aides-took-away-candidates-twitter-access/ … https:// twitter.com/wolfrum/status /795394799721443328 …";;@realDonaldTrump @twitter;;"795647200197943296";https://twitter.com/tracedominguez/status/795647200197943296
stevesilberman;2016-11-07 16:17;26;39;"Trump doesn't believe in science; he believes in Trump. At this moment in history, we need science more than ever. http://www. forbes.com/sites/matthewh erper/2016/11/07/the-scientific-case-against-voting-for-donald-trump/#1e96799e5568 …";;;#1e96799e5568;"795646251849031680";https://twitter.com/stevesilberman/status/795646251849031680
JeffElder;2016-11-07 16:10;0;1;"Trump's Instagram followers - lots of bots and Russian accounts. http:// dtfollowers.com/2016/11/06/don ald-trump-supporters-on-instagram-and-suspicious-activities-by-russian-accounts/ … Research by @Andst7 #Election2016";;@Andst7;#Election2016;"795644486604832770";https://twitter.com/JeffElder/status/795644486604832770
dionlisle;2016-11-07 15:38;0;0;"And also Q2 - would Trump's son ever serve in the US military? We all know the answer to both questions. https:// twitter.com/hillaryclinton /status/795414558626160644 …";;;;"795636490315251712";https://twitter.com/dionlisle/status/795636490315251712
