username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
rickrock63;2016-11-05 04:31;1;1;"“Report: Melania Trump modeled in the U.S. prior to getting a visa” https:// twitter.com/i/moments/7947 25145713590272 …";;;;"794744013907640320";https://twitter.com/rickrock63/status/794744013907640320
LincMad;2016-11-05 04:24;0;0;"Trump will be the best thing for the black community since David Duke, Jesse Helms & Woodrow Wilson https:// twitter.com/mmfa/status/79 4738552038916096 …";;;;"794742219412357120";https://twitter.com/LincMad/status/794742219412357120
Khanoisseur;2016-11-05 04:21;77;114;"Wowowwowow Melania Trump worked illegally in the US without a valid visa! https:// apnews.com/37dc7aef0ce440 77930b7436be7bfd0d … pic.twitter.com/qTX47grJHE";;;;"794741495081242624";https://twitter.com/Khanoisseur/status/794741495081242624
Rich_893;2016-11-05 04:20;0;1;"@pkni -Trump hasn't a generous bone in his body, he only helps himself. Trump is a sociopath. He completely lacks empathy.";;@pkni;;"794741142096998400";https://twitter.com/Rich_893/status/794741142096998400
Rich_893;2016-11-05 04:17;0;1;"@pkni -Trump apparently rediscovered the idea to help his beauty pageants and "modeling"agencies.";;@pkni;;"794740385599758336";https://twitter.com/Rich_893/status/794740385599758336
Rich_893;2016-11-05 04:14;0;1;"@pkni -Trump really did take away his models passports (for safe keeping), but without them they couldn't return to Europe!";;@pkni;;"794739696551137282";https://twitter.com/Rich_893/status/794739696551137282
stevesilberman;2016-11-05 04:11;6;16;"Amnesty for Melania Trump. https:// apnews.com/37dc7aef0ce440 77930b7436be7bfd0d …";;;;"794739001315819520";https://twitter.com/stevesilberman/status/794739001315819520
Rich_893;2016-11-05 04:06;2;5;"@EllenEps727 @kkllddbb @AnthonyNBCNews @AmericanAir -I wouldn't even be comfortable flying in a plane with a Trump supporter as pilot!";;@EllenEps727 @kkllddbb @AnthonyNBCNews @AmericanAir;;"794737628775989248";https://twitter.com/Rich_893/status/794737628775989248
VilliSpeaks;2016-11-05 04:05;1;8;"Why is FOXNews freaking out over Trump losing. Because they will lose half of their viewers and revenue when TrumpTV launches.";;;;"794737395690131457";https://twitter.com/VilliSpeaks/status/794737395690131457
Rich_893;2016-11-05 04:04;0;1;"@thinkprogress @Yolie_Rios -Can anyone imagine Trump solving this problem?";;@thinkprogress @Yolie_Rios;;"794737029426708480";https://twitter.com/Rich_893/status/794737029426708480
staringispolite;2016-11-05 03:57;1;6;"1/ Wtf, today *Armed pro-Trump voter intimidation in VA *Ohio judge issues restraining order against Trump for encouraging these tactics";;;;"794735291248492544";https://twitter.com/staringispolite/status/794735291248492544
DaToole;2016-11-05 03:55;0;0;"@darrenbraz Better than the Clinton (or was it trump) wearing sunglasses during a rally breaking news headline MSNBC put up the other day";;@darrenbraz;;"794734811654987776";https://twitter.com/DaToole/status/794734811654987776
Khanoisseur;2016-11-05 03:52;37;76;"I want to see all emails from Trump camp esp re Wikileaks coordination Breakdown of $1 billion+ he owes to foreign interests @andrephilly";;@andrephilly;;"794734120790175744";https://twitter.com/Khanoisseur/status/794734120790175744
MrJamesonNeat;2016-11-05 03:50;15;14;"BOOM!!! @MelaniaTrump hit with not one but two #NovemberSurprise Donald Trump's affair with a Playboy model http://www. wsj.com/articles/natio nal-enquirer-shielded-donald-trump-from-playboy-models-affair-allegation-1478309380 … via @WSJ";;@MelaniaTrump @WSJ;#NovemberSurprise;"794733560598962176";https://twitter.com/MrJamesonNeat/status/794733560598962176
sea329;2016-11-05 03:30;1;2;"@USATODAY Christian's need to vote for Trump and stop the war on Catholics and evangelicals";;@USATODAY;;"794728533201272833";https://twitter.com/sea329/status/794728533201272833
Rich_893;2016-11-05 03:24;1;4;"@dr_bruin @pkni -Trump, how come Hillary gets all the good ones like Jay Z and Beyoncé, gratis, why I have to pay for an Elvis impersonator?";;@dr_bruin @pkni;;"794727109985869825";https://twitter.com/Rich_893/status/794727109985869825
MrJamesonNeat;2016-11-05 03:18;220;208;"#RememberWhenTrump said Melania Trump didn't work in the US illegally? That was a LIE!!! https:// apnews.com/37dc7aef0ce440 77930b7436be7bfd0d …";;;#RememberWhenTrump;"794725649902485504";https://twitter.com/MrJamesonNeat/status/794725649902485504
MrJamesonNeat;2016-11-05 03:17;66;72;"#RememberWhenTrump said Melania Trump didn't work in the US illegally? That was a LIE!!!";;;#RememberWhenTrump;"794725197622321153";https://twitter.com/MrJamesonNeat/status/794725197622321153
Sun_Zeneise;2016-11-05 03:10;0;2;"@ByronYork Mr. York, you either don't get Trump or you don't want to get Trump. To me it's Whitman's, "I hear America singing." THINK on it.";;@ByronYork;;"794723515966464000";https://twitter.com/Sun_Zeneise/status/794723515966464000
shl;2016-11-05 03:05;2;58;"@reviewjournal lie by a pro-Trump newspaper";;@reviewjournal;;"794722151920123905";https://twitter.com/shl/status/794722151920123905
abjornsen;2016-11-05 02:54;0;0;"@lmc Shan is voting for trump";;@lmc;;"794719465283850241";https://twitter.com/abjornsen/status/794719465283850241
Rich_893;2016-11-05 02:49;0;0;"@ALHOODIE -Trump is but not HRC.";;@ALHOODIE;;"794718250646917120";https://twitter.com/Rich_893/status/794718250646917120
Rich_893;2016-11-05 02:31;6;12;"@AndyPraschak -Obama so outclasses Trump. Trump has no class at all!";;@AndyPraschak;;"794713619648786432";https://twitter.com/Rich_893/status/794713619648786432
Rich_893;2016-11-05 02:30;0;0;"@pkni -I remember that Trump filed 4,600 lawsuits against people who asked to be paid.";;@pkni;;"794713354728194048";https://twitter.com/Rich_893/status/794713354728194048
Rich_893;2016-11-05 02:28;0;0;"@jbaby56 -are father who art up there etc. etc. you people know the rest, I won't bother you with details. (Trump)";;@jbaby56;;"794712934278496256";https://twitter.com/Rich_893/status/794712934278496256
richjohnperez;2016-11-05 02:04;0;0;"#trump live! #Pennsylvania #TrumpTrain #TrumpPence16 https://www. youtube.com/shared?ci=LF4m Kv6Uc3M …";;;#trump #Pennsylvania #TrumpTrain #TrumpPence16;"794706913917157376";https://twitter.com/richjohnperez/status/794706913917157376
jef_poskanzer;2016-11-05 02:02;0;2;"@stuartpstevens @joshtpm @ElizLanders Are you kidding? The Trump campaign from the top down specifically encourages this.";;@stuartpstevens @joshtpm @ElizLanders;;"794706351758987264";https://twitter.com/jef_poskanzer/status/794706351758987264
Rich_893;2016-11-05 01:56;0;1;"@parrotheadmiket @puppymnkey -I remember just two days ago when another Trump hotel in Toronto went bankrupt, screwing more average people.";;@parrotheadmiket @puppymnkey;;"794704926207135744";https://twitter.com/Rich_893/status/794704926207135744
DWSTwit;2016-11-05 01:45;0;0;"@JenKirkman Not skipping but I will leave the room if politics come up. There are no Trump supporters but it's still right and left.";;@JenKirkman;;"794702022528278528";https://twitter.com/DWSTwit/status/794702022528278528
evaelle;2016-11-05 01:36;0;0;"@PeceliUSA @MsBlaireWhite Hillary will protect ur rights if she is elected, even if you don't support her. How can any woman support Trump?";;@PeceliUSA @MsBlaireWhite;;"794699870795800577";https://twitter.com/evaelle/status/794699870795800577
evaelle;2016-11-05 01:32;0;1;"@PeceliUSA @MsBlaireWhite The reason u have Trump because Republicans pandered 2 #TeaParty in effort 2 make Obama 1 term president";;@PeceliUSA @MsBlaireWhite;#TeaParty;"794698959784546304";https://twitter.com/evaelle/status/794698959784546304
Khanoisseur;2016-11-05 01:18;38;36;"While Clinton visited 9/11 survivors and wrote 9/11 Health and Compensation Act, Trump pulled this stunt @ltWasRed https:// twitter.com/khanoisseur/st atus/774460321356406784 …";;@ltWasRed;;"794695416830836736";https://twitter.com/Khanoisseur/status/794695416830836736
MartyMacGyver;2016-11-05 01:07;0;0;"Now is the worst time to elect a nationalist, inexperienced demagogue like Trump (to me "never" is the right time) https://www. washingtonpost.com/opinions/final -days-awful-choice/2016/11/03/bd052402-a1dd-11e6-a44d-cc2898cfab06_story.html?wpisrc=nl_daily202&wpmm=1 …";;;;"794692635361308672";https://twitter.com/MartyMacGyver/status/794692635361308672
andyjih;2016-11-05 00:59;0;2;"I legit feel sick knowing an in-law voted for Trump. Early. In a swing state.";;;;"794690538184142853";https://twitter.com/andyjih/status/794690538184142853
djcap;2016-11-05 00:27;0;0;"@ChristineCassis @realDonaldTrump @TheCut Trees for deforestation, women for trump...";;@ChristineCassis @realDonaldTrump @TheCut;;"794682594692460545";https://twitter.com/djcap/status/794682594692460545
Khanoisseur;2016-11-05 00:27;237;264;"FBI Director Comey's old boss? Trump adviser Rudy Giuliani-none of this is a coincidence... @Sunspots1 @CherylMichaels1 @TUSK81";;@Sunspots1 @CherylMichaels1 @TUSK81;;"794682391608500224";https://twitter.com/Khanoisseur/status/794682391608500224
NAimprov;2016-11-05 00:26;0;1;"How, exactly? Has HRC been cavalier about using nukes & eager to punish anyone who crosses her? No. That's Trump. @fkeane10 @bobfine";;@fkeane10 @bobfine;;"794682177287954432";https://twitter.com/NAimprov/status/794682177287954432
deliprao;2016-11-05 00:22;14;13;"Judge issues restraining order against Trump Campaign http://www. motherjones.com/politics/2016/ 11/civil-rights-lawyer-tweets-voter-suppression-hearing-donald-trump …";;;;"794681223373197312";https://twitter.com/deliprao/status/794681223373197312
MrJamesonNeat;2016-11-05 00:19;106;82;"#TrumpRapeCase Why isn't the media talking about Trump's pending child rape case? pic.twitter.com/KkocMLLjqq";;;#TrumpRapeCase;"794680564217327616";https://twitter.com/MrJamesonNeat/status/794680564217327616
MrJamesonNeat;2016-11-05 00:18;9;6;"Watch this... Then ask yourself why aren't we talking about Trump's pending child rape case. https:// twitter.com/mrjamesonneat/ status/794675587696578560 …";;;;"794680195386982400";https://twitter.com/MrJamesonNeat/status/794680195386982400
kelaina_yee;2016-11-05 00:14;0;1;"UNTIL I FUCKING REALIZE SHES A TRUMP SUPPORTER CUZ SHE HAS A TRUMP HAT JUST SITTING ON THE STROLLER";;;;"794679254394937344";https://twitter.com/kelaina_yee/status/794679254394937344
DeDeTillman;2016-11-05 00:14;0;0;"@sunny @WhoopiGoldberg @HillaryClinton @La_Tray Check this out about Trump https://www. yahoo.com/news/m/ea1de55 9-99bb-39ca-b183-aa30635b9fe5/ss_trump-gets-caught-in-lie.html …";;@sunny @WhoopiGoldberg @HillaryClinton @La_Tray;;"794679209381634048";https://twitter.com/DeDeTillman/status/794679209381634048
Khanoisseur;2016-11-05 00:05;181;146;"Christie, now Trump transition head, wiped out $25M of Trump's $30M back taxes #paytoplay @CherylMichaels1 @TUSK81 https:// twitter.com/khanoisseur/st atus/783539226885357568 …";;@CherylMichaels1 @TUSK81;#paytoplay;"794677030717530113";https://twitter.com/Khanoisseur/status/794677030717530113
rjurney;2016-11-05 00:03;0;0;"Trump is Nixonian. His immigration strategy is a new 'Southern Strategy.' Are we doomed to a detour towards a diverse, accepting culture?";;;;"794676561383288832";https://twitter.com/rjurney/status/794676561383288832
robinrue;2016-11-04 23:49;0;0;"Rudy Giuliani confirms FBI insiders leaked information to the Trump campaign http://www. huffingtonpost.com/entry/rudy-giu liani-fbi-clinton-emails_us_581c9e3fe4b0e80b02c93d6b?ncid=engmodushpmg00000004 … #via @HuffPostPol";;@HuffPostPol;#via;"794672945020841986";https://twitter.com/robinrue/status/794672945020841986
MagicTheatre;2016-11-04 23:21;0;0;"Check out this hilarious video addressing Ivanka Trump and don't miss Magic's reading of IVANKA on Monday at 7pm! http:// ow.ly/nWL8305RHcH";;;;"794665781464174592";https://twitter.com/MagicTheatre/status/794665781464174592
Khanoisseur;2016-11-04 23:11;293;428;"To those praying for a November surprise that derails Trump: You turning up to vote is the only November surprise we need to stop him https:// twitter.com/khanoisseur/st atus/794659552356495361 …";;;;"794663449041084416";https://twitter.com/Khanoisseur/status/794663449041084416
Rich_893;2016-11-04 23:10;0;1;"@TheDailyEdge @ForQ2 -Trump can be relied on to provide a generous stream of damning video for Clinton to just replay in anti-Trump ads!";;@TheDailyEdge @ForQ2;;"794663076834353152";https://twitter.com/Rich_893/status/794663076834353152
Khanoisseur;2016-11-04 22:56;188;181;"Extraordinary thread-drop everything-read it https:// twitter.com/alexandraerin/ status/793966256802201600 … Remember-only way Trump wins now is by demoralizing/suppressing voters pic.twitter.com/hoS2r7KbAN";;;;"794659552356495361";https://twitter.com/Khanoisseur/status/794659552356495361
modafalla;2016-11-04 22:45;0;0;"Obama shouts over crowd to defend Trump supporter at rally http://www. huffingtonpost.com/entry/obama-de fends-trump-supporter-video_us_581cebe0e4b0d9ce6fbc0910?ncid=engmodushpmg00000004 … #via @HuffPostPol";;@HuffPostPol;#via;"794656873479708673";https://twitter.com/modafalla/status/794656873479708673
LincMad;2016-11-04 22:43;2;2;"@chus_lampreave Trump will bring factory jobs back to NC (&USA) just as soon as he finds non-union workers 2work4 35¢/hr";;@chus_lampreave;;"794656464023367680";https://twitter.com/LincMad/status/794656464023367680
MartyMacGyver;2016-11-04 22:38;0;0;". @ProductiveEnt Because Byrd evolved and repented for his racist past, whereas Trump panders to racists. https://www. washingtonpost.com/blogs/post-par tisan/wp/2016/03/02/at-least-robert-byrd-apologized-whats-your-excuse-david-duke/ … @Capehartj";;@ProductiveEnt @Capehartj;;"794655025742024704";https://twitter.com/MartyMacGyver/status/794655025742024704
Rich_893;2016-11-04 22:38;1;0;"@seacorc @jsnyder555 -I would be bad enough to have an idiot like Trump in the White House, we certainly don't need him to be useful to Putin";;@seacorc @jsnyder555;;"794654986785288192";https://twitter.com/Rich_893/status/794654986785288192
cbrum_craig;2016-11-04 22:35;0;0;"Does a #trump presidency kill this? http:// thehill.com/business-a-lob bying/304156-white-house-unveils-plans-for-electric-vehicle-charging-stations?post_id=10207613671887488_10207613679047667#_=_ …";;;#trump #_;"794654425256071168";https://twitter.com/cbrum_craig/status/794654425256071168
Khanoisseur;2016-11-04 22:27;19;48;". @ns0n Trump's self proclaimed weakness for "hot women" is a pretty big national security risk and Clinton's right to hit on it";;@ns0n;;"794652319937806336";https://twitter.com/Khanoisseur/status/794652319937806336
kenarchersf;2016-11-04 22:24;0;0;"@lydiadepillis That guy is probably Trump's most influential evangelical backer.";;@lydiadepillis;;"794651448600444928";https://twitter.com/kenarchersf/status/794651448600444928
rjurney;2016-11-04 22:07;1;0;"Now is the time for Republicans with dignity to come out and literally beg people not to vote Trump.";;;;"794647348362129408";https://twitter.com/rjurney/status/794647348362129408
ChrHuebscher;2016-11-04 22:01;7;4;"Diese Wahl ist wie ein Zugunglück. Schrecklich, aber du kannst nicht weggucken. Sagen sie in #Pennsylvania (Trump & Clinton hier gleichauf). pic.twitter.com/JLBiWPxbDj";;;#Pennsylvania;"794645744850321408";https://twitter.com/ChrHuebscher/status/794645744850321408
MartyMacGyver;2016-11-04 21:54;0;0;". @arawtani So we're comparing Trump's passive acceptance of major support from hate groups and their followers with... a vague stolen email?";;@arawtani;;"794644117317828608";https://twitter.com/MartyMacGyver/status/794644117317828608
Rich_893;2016-11-04 21:48;0;0;"@abc7newsbayarea -If Trump wins, expect a crash.";;@abc7newsbayarea;;"794642590008123392";https://twitter.com/Rich_893/status/794642590008123392
MonroeSchultz;2016-11-04 21:47;1;2;"People who like Trump's immigration and trade narratives aren't affected by immigration or trade http://www. citylab.com/housing/2016/1 1/trumps-supporters-dont-see-a-lot-of-immigrants/506066/ … via @Tanvim";;@Tanvim;;"794642254832943106";https://twitter.com/MonroeSchultz/status/794642254832943106
atk825;2016-11-04 21:46;0;0;"@Wilson__Valdez Trump has the best IT in the world. Not that they are needed considering how much the Donald knows about the cyber.";;@Wilson__Valdez;;"794641894441566209";https://twitter.com/atk825/status/794641894441566209
MartyMacGyver;2016-11-04 21:42;0;0;". @arawtani Nobody knows if Trump believes in anything except himself - either he's hateful or just dangerously reckless. Not presidential.";;@arawtani;;"794641101143482369";https://twitter.com/MartyMacGyver/status/794641101143482369
Khanoisseur;2016-11-04 21:41;65;54;""I sorta get away with things like that." Clinton new ad has Trump bragging he'd walking in on teenagers changing pic.twitter.com/mXEmS90NZ7";;;;"794640737149206530";https://twitter.com/Khanoisseur/status/794640737149206530
Rich_893;2016-11-04 21:38;1;2;"@JuddLegum @onevoice2 @thinkprogress -These Trump supporters who call for executing Hillary Clinton are the scum of the earth,Trump included.";;@JuddLegum @onevoice2 @thinkprogress;;"794639951526641664";https://twitter.com/Rich_893/status/794639951526641664
MartyMacGyver;2016-11-04 21:36;0;1;"If your base of support has a large portion of people who think whites are superior, it's hard to disavow "guilt by association". #Trump";;;#Trump;"794639556180000769";https://twitter.com/MartyMacGyver/status/794639556180000769
rsg;2016-11-04 21:31;0;1;"@flyosity @ericmichel also very impressive Trump got the endorsement of every Cubs fan";;@flyosity @ericmichel;;"794638203806359552";https://twitter.com/rsg/status/794638203806359552
rsg;2016-11-04 21:30;0;6;"New Hampshire is the state to watch. No chance Trump takes PA. NH is possible and would result in 269-269 tie, meaning GOP Congress decides";;;;"794637869864189952";https://twitter.com/rsg/status/794637869864189952
buzzwhistle;2016-11-04 21:29;0;0;". @WikiLeaks is promoting pro-Trump commentary, w no news value. They're a partisan source & their leaks need to be considered in that light. https:// twitter.com/Channel4News/s tatus/794232437337247744 …";;@WikiLeaks;;"794637795629219840";https://twitter.com/buzzwhistle/status/794637795629219840
MartyMacGyver;2016-11-04 21:28;0;0;"This article by @intelwire is worth reading - Trump panders to others, but his core is angry white people http://www. politico.com/magazine/story /2016/10/donald-trump-2016-white-nationalists-alt-right-214388 … @politico";;@intelwire @politico;;"794637531551711232";https://twitter.com/MartyMacGyver/status/794637531551711232
antvr8;2016-11-04 21:15;0;0;"@CNNPolitics @CNN A stark contrast from "knock the Hell out of him," as said by Trump at one of his rallies!";;@CNNPolitics @CNN;;"794634304693399552";https://twitter.com/antvr8/status/794634304693399552
dilltho;2016-11-04 21:13;0;2;"I want Hilary to win already so I never have to hear about trump again";;;;"794633804350570496";https://twitter.com/dilltho/status/794633804350570496
okayjeffrey;2016-11-04 21:10;0;1;"Only Trump we should see after him losing this election is a post-apocalyptic movie about if Trump won. I'd support that. #notreadyfortheend";;;#notreadyfortheend;"794633042862088192";https://twitter.com/okayjeffrey/status/794633042862088192
DixonMinnick;2016-11-04 21:08;0;0;"When the Trump administration jails @iamjohnoliver for sedition it could be the penultimate episode period ¯\_(ツ)_/¯ https:// twitter.com/lastweektonigh t/status/794615395881807872 …";;@iamjohnoliver;;"794632538249531392";https://twitter.com/DixonMinnick/status/794632538249531392
MartyMacGyver;2016-11-04 20:53;0;1;"@arawtani @ScottAdamsSays I certainly did, and that was Eric. Trump's very strong support from white nationalists speaks to his message.";;@arawtani @ScottAdamsSays;;"794628701841334272";https://twitter.com/MartyMacGyver/status/794628701841334272
MartyMacGyver;2016-11-04 20:27;0;1;"@ScottAdamsSays The full-throated support Trump has on the alt-right is very real and dangerous, and apologizing for him ignores all of that";;@ScottAdamsSays;;"794622217787052032";https://twitter.com/MartyMacGyver/status/794622217787052032
atk825;2016-11-04 20:09;0;0;"@Spreadapedia I think the polls are at the nadir post Comey news for Hillary. Trump may pull off one of the swing states. Seems thin.";;@Spreadapedia;;"794617503401984000";https://twitter.com/atk825/status/794617503401984000
MartyMacGyver;2016-11-04 20:08;0;0;"@linzlovesyou @SopanDeb @jeremyhobson Wow! It's a rabbit hole of borrowed quotes. Still, the overall chutzpah: Trump is Bully of the Year!";;@linzlovesyou @SopanDeb @jeremyhobson;;"794617221293088768";https://twitter.com/MartyMacGyver/status/794617221293088768
SportsGrouch;2016-11-04 19:49;0;0;"@Juliet777777 @DCClothesline And people wonder why a guy like Trump gets any traction.";;@Juliet777777 @DCClothesline;;"794612433012736002";https://twitter.com/SportsGrouch/status/794612433012736002
archcomix;2016-11-04 19:48;1;1;"Tremendous, just the best comic on the Trump campaign by @AndyComics @thenib . The other ones are a disaster: https:// thenib.com/trumps-campaig n-is-a-money-making-scam …";;@AndyComics @thenib;;"794612277915721729";https://twitter.com/archcomix/status/794612277915721729
kscottz;2016-11-04 19:32;0;0;"@baldassarifr I'm not quite sure if Trump qualifies as a populist... but the reason he exists is because of the lack of improvement.";;@baldassarifr;;"794608353179668481";https://twitter.com/kscottz/status/794608353179668481
Gretchen415;2016-11-04 19:18;0;1;"@tyingmycravat @Sharoney @dabeard @irishwitch42 What about the Trump kids screams "happy" to you?";;@tyingmycravat @Sharoney @dabeard @irishwitch42;;"794604633981235200";https://twitter.com/Gretchen415/status/794604633981235200
Sharkluvr;2016-11-04 18:40;2;3;"@LisaTomaino @mysteeeeee555 and the sicko dems complained so loud about how Trump treated women. This is over the line. https:// twitter.com/4against/statu s/794588626462113793 …";;@LisaTomaino @mysteeeeee555;;"794595209589837824";https://twitter.com/Sharkluvr/status/794595209589837824
dbloom;2016-11-04 18:33;0;5;"The Trump campaign office has much better chairs than @SF4Hillary does! It's a shame nobody's sitting in them. Sad! pic.twitter.com/71D5J6v3FW";;@SF4Hillary;;"794593320328531968";https://twitter.com/dbloom/status/794593320328531968
MartyMacGyver;2016-11-04 18:18;0;0;"@YellyYellerson Such racism has festered for decades, & haters have surged these last 8 years. Trump gave it visibility; now we must end it.";;@YellyYellerson;;"794589761847500800";https://twitter.com/MartyMacGyver/status/794589761847500800
kurtastic;2016-11-04 18:18;1;0;"Either candidate will be in court after the election: Chump for Trump U + sexual assault, Killary for emails. USA criminal POTUS either way";;;;"794589750401191936";https://twitter.com/kurtastic/status/794589750401191936
stevesilberman;2016-11-04 18:04;19;21;"How Trump masterfully manipulates his supporters by feigning empathy for their plight. http://www. forbes.com/sites/emilywil lingham/2016/11/03/yes-donald-trump-is-a-master-of-empathy/#492b9ade1574 …";;;#492b9ade1574;"794586203567767552";https://twitter.com/stevesilberman/status/794586203567767552
akornblatt;2016-11-04 18:04;0;1;"#Trump fans are so desperate to try and paint Clintons as evil they hyper focusing on #spiritcooking and calling it Satan worship. Hilarious";;;#Trump #spiritcooking;"794586191769178115";https://twitter.com/akornblatt/status/794586191769178115
remilash;2016-11-04 18:02;0;8;"@piersmorgan @sarahkendzior Piers makes it seem Hillary's singular vote started d war,Trump supported d war as well,don't exonerate him pls.";;@piersmorgan @sarahkendzior;;"794585592302473216";https://twitter.com/remilash/status/794585592302473216
Jesus_cal1;2016-11-04 17:55;0;3;"Don't split the vote!! You'd only be guaranteeing Trump a spot in the White House!";;;;"794583926052265984";https://twitter.com/Jesus_cal1/status/794583926052265984
DefConRed;2016-11-04 17:49;0;0;"@realDonaldTrump Read this Today Mr. Trump!!! http://www. zerohedge.com/news/2016-11-0 4/julian-assange-says-trump-wont-be-allowed-win-clinton-and-isis-are-funded-same-money …";;@realDonaldTrump;;"794582396863557633";https://twitter.com/DefConRed/status/794582396863557633
Hoodzster;2016-11-04 17:45;0;0;"Crowds like Trumps rallies!It feels like 108 yrs with Obama and Hillary in office. Lets put a big W up for Trump and take back America Nov8 https:// twitter.com/Cut4/status/79 4555948224290816 …";;;;"794581371104595970";https://twitter.com/Hoodzster/status/794581371104595970
Absolut_Will;2016-11-04 17:43;0;1;"I wonder why no one is willing to spend a buck to look like #ugly #ChelseaClinton ? - #ABCNews on #Trump - http:// abcn.ws/2e3PyY8 via @ABC";;@ABC;#ugly #ChelseaClinton #ABCNews #Trump;"794580925631729664";https://twitter.com/Absolut_Will/status/794580925631729664
Hoodzster;2016-11-04 17:42;0;0;"Lets put up a W for Trump on the 8th! https:// twitter.com/Cubs/status/79 4566748553015296 …";;;;"794580686170558464";https://twitter.com/Hoodzster/status/794580686170558464
Javi;2016-11-04 17:33;0;3;"@nicklockwood I'd downgrade my computer to a 2011 MacBook Air over Trump not winning...";;@nicklockwood;;"794578341869162496";https://twitter.com/Javi/status/794578341869162496
capleen;2016-11-04 17:19;0;0;"Jean Georges can secure a better space & lease than trump Columbus circle don't park in the garage if you have a vagina or your mom has one";;;;"794574769978888192";https://twitter.com/capleen/status/794574769978888192
IKEAtkinson;2016-11-04 17:15;0;5;"This man is just disgusting. The level of actual corruption in the Trump campaign is staggering https:// thinkprogress.org/rudy-giuliani- fbi-leaks-trumpland-d5cc407ba79f#.eej393dqg …";;;#;"794573909379059713";https://twitter.com/IKEAtkinson/status/794573909379059713
mercury613;2016-11-04 16:42;0;0;"Russia doesn't love @realDonaldTrump ; it fears a strong president in Clinton. Trump is just a patsy. #Hillary2016 http://www. newsweek.com/donald-trump-v ladimir-putin-russia-hillary-clinton-united-states-europe-516895 …";;@realDonaldTrump;#Hillary2016;"794565415666061313";https://twitter.com/mercury613/status/794565415666061313
Tracelator;2016-11-04 16:39;0;0;"@BenHowe He missed his window to sell. Value diminishing now. Best hope is Trump TV and hope the check clears.";;@BenHowe;;"794564843894280192";https://twitter.com/Tracelator/status/794564843894280192
remilash;2016-11-04 16:39;0;0;"@piersmorgan @GovMikeHuckabee Trump is not a car wreck but a train wreck, get your twisted facts right !!!";;@piersmorgan @GovMikeHuckabee;;"794564822608117760";https://twitter.com/remilash/status/794564822608117760
ashokaraj_;2016-11-04 16:38;0;2;"Don't worry none of this will happen in a Trump presidency where Christie is running the transition team https:// twitter.com/ap/status/7945 62928322166785 …";;;;"794564384995491840";https://twitter.com/ashokaraj_/status/794564384995491840
thewperry;2016-11-04 16:31;0;1;"Please oh please Jay drop a Trump diss track. https:// twitter.com/zerlinamaxwell /status/794561601852571648 …";;;;"794562641263927296";https://twitter.com/thewperry/status/794562641263927296
grauface;2016-11-04 16:27;0;0;"I was mentally running through all of the things that terrify me about if Trump wins. This 100% echoes my fears: https:// medium.com/@sarahcpr/i-do nt-know-what-i-m-more-scared-of-a107bd1e41e1#.6efmgwo28 …";;@sarahcpr;#;"794561830546915328";https://twitter.com/grauface/status/794561830546915328
sea329;2016-11-04 16:19;0;1;"Paths to Victory: Here's how Clinton, Trump plan to hit 270 | http:// fxn.ws/2eGUmyX";;;;"794559589941321728";https://twitter.com/sea329/status/794559589941321728
ethanjweiss;2016-11-04 16:14;0;1;"@anish_koka @RogueRad My point was simply that as much as Trump bashes the NTY, they seem to have helped him at least a little...";;@anish_koka @RogueRad;;"794558534494994433";https://twitter.com/ethanjweiss/status/794558534494994433
sometimesHg;2016-11-04 15:39;0;1;"@dmccabe Quo usque tandem abutere Trump patientia nostra?";;@dmccabe;;"794549634651693056";https://twitter.com/sometimesHg/status/794549634651693056
terronk;2016-11-04 15:29;0;3;"I guess one difference between the Trump and Clinton is the people endorsing HRC actually like her? https:// twitter.com/govmikehuckabe e/status/794483288282955776 …";;;;"794547002478444544";https://twitter.com/terronk/status/794547002478444544
EmilyG;2016-11-04 15:21;0;1;"@MacPhail But that'd be easier for them if it weren't Clinton. They've hated her longer than they've hated Trump :-(";;@MacPhail;;"794545034355843072";https://twitter.com/EmilyG/status/794545034355843072
Grrrregory;2016-11-04 15:18;0;0;"Anti-Clinton FBI agents be damned? We'll see next week-- Democratic insiders: Clinton's ground game will sink Trump http:// politi.co/2f6VBbi";;;;"794544455688671232";https://twitter.com/Grrrregory/status/794544455688671232
EmilyG;2016-11-04 15:18;0;0;"@MacPhail They're family I love, but not ones I talk to frequently, and they were all horrified by Trump in the primary.";;@MacPhail;;"794544422633385984";https://twitter.com/EmilyG/status/794544422633385984
Gretchen415;2016-11-04 14:49;0;0;"@GovMikeHuckabee How does your God, who hates perverts according to you, feel about woman and possibly child assaulting Trump?";;@GovMikeHuckabee;;"794537029824450560";https://twitter.com/Gretchen415/status/794537029824450560
xsgreene;2016-11-04 14:44;0;0;""countries in Western Europe fear that the American election, should Trump win, could trigger events that imperil their national security" https:// twitter.com/newsweek/statu s/794486859749462017 …";;;;"794535786758582272";https://twitter.com/xsgreene/status/794535786758582272
dijit23;2016-11-04 14:41;0;2;"@TheView he's being forced (by GOP or himself) to support Trump just to secure help from RNC for his re-election in Texas. #DesperateCruise";;@TheView;#DesperateCruise;"794534914477563904";https://twitter.com/dijit23/status/794534914477563904
